summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_location,city_longitude
"My family and I where sitting outside, when my husband noticed a white ball moving slowly across the sky.",Sugar Land,TX,2015-07-04T22:48:00,fireball,48 seconds,"Occurred : 7/4/2015 22:48  (Entered as : 07/04/2015 22:48) Reported: 7/5/2015 8:07:35 AM 08:07 Posted: 7/6/2015 Location: Sugar Land, TX Shape: Fireball Duration:48 seconds",http://www.nuforc.org/webreports/120/S120074.html,"My family and I where sitting outside, when my husband noticed a white ball moving slowly across the sky.   Once our attention was draw to the object it began to move faster and turned red.   After about 40 seconds it disappeared quickly.  It was not a firework nor an airplane.   I recorded it on my phone.",2015-07-06T00:00:00,29.584345799011675,POINT(-95.6335087314672 29.584345799011675),-95.6335087314672
"My 9 year old son was looking out of our kitchen window and asked me if I had seen the lights that had passed by the window, and I did",Tooele,UT,2015-08-04T21:30:00,light,2-3 seconds,"Occurred : 8/4/2015 21:30  (Entered as : 08/04/2015 21:30) Reported: 8/4/2015 10:24:22 PM 22:24 Posted: 8/6/2015 Location: Tooele, UT Shape: Light Duration:2-3 seconds",http://www.nuforc.org/webreports/120/S120900.html,"My 9 year old son was looking out of our kitchen window and asked me if I had seen the lights that had passed by the window.  I did not, but he described them to me as 7 yellow lights grouped together in two groups, each light was shaped like pentagons and grouped in the shape of a pentagon.  He said they were bright yellow and one group passed and then another right after.   He was very scared.   It only took a few seconds for them to pass.",2015-08-06T00:00:00,40.57569999999997,POINT(-112.33460000000011 40.57569999999997),-112.33460000000011
"3 bright orange flashing lights, and one craft that flew very fast.",American Fork,UT,2015-08-04T23:30:00,light,2-3 seconds,"Occurred : 8/4/2015 23:30  (Entered as : 8/04/15 11:30) Reported: 8/5/2015 8:48:44 AM 08:48 Posted: 8/6/2015 Location: American Fork, UT Shape: Light Duration:2-3 seconds",http://www.nuforc.org/webreports/120/S120903.html,"3 bright orange flashing lights, and one craft that flew very fast. Laying on the trampoline with my nephew, when we seen a large orange object flash and stay lit for about two seconds then disappear.   As soon as it did, a smaller one did the same thing right next to where the big one was.  When that disappeared, the same size orange ball appeared several miles away to the left.   We waited for quite some time trying to figure out what they were, when I seen a craft (almost looked like a stork) start from one spot and fly to the south extremely fast and disappear leaving almost a contrail that didn't last for a few seconds.   The craft was about 200 ft up from us. ((NUFORC Note:  We have amended the time above, to reflect a nighttime sighting.  We are awaiting confirmation of the time from the witness.  PD))",2015-08-06T00:00:00,40.39300000000002,POINT(-111.78379999999976 40.39300000000002),-111.78379999999976
5-6 blue transparent lights membrane or wing coneccting them all moved very quickly from ground up outside kitchen window,Midvale,UT,2015-07-21T01:27:00,other,2-3 seconds,"Occurred : 7/21/2015 01:27  (Entered as : 07/21/15 01:27) Reported: 7/21/2015 1:02:56 AM 01:02 Posted: 7/23/2015 Location: Midvale/Sandy, UT Shape: Other Duration:2-3 seconds",http://www.nuforc.org/webreports/120/S120531.html,5-6 blue transperent lights membrane or wing coneccting them all moved very quickly from ground up outside kitchen window Walked upstairs looked out my kitchen window and saw 5-6 small deep blue lights with a lighter transparent blue wing or membrane attaching them all together right outside the window it came from the ground up and very quickly flashed in front of the window.  No sound or anything definitely not a reflection from any electronics or car lights I'm shocked from seeing this I have no idea what it could be I have never seen anything like it,2015-07-23T00:00:00,40.60919999999993,POINT(-111.88190000000023 40.60919999999993),-111.88190000000023
I am 72 and this started when I was 5-6 and continued through different parts of my life with different events. I have put it off becau,Sugar House,UT,2015-07-22T23:45:00,unknown,Unknown,"Occurred : 6/15/1950 03:00  (Entered as : 06/15/1950 3:00) Reported: 6/28/2015 9:47:21 AM 09:47 Posted: 7/3/2015 Location: Sugar House, UT Shape: Unknown Duration:Unknown",http://www.nuforc.org/webreports/119/S119795.html,"I am 72, and this started when I was 5-6, and continued through different parts of my life with different events.  I have put it off because I have been ridiculed and I kept my encounters to myself and then shared with my wife only.  Last event was actual physical encounter inside on a table and what they did.  At 6 we never had TV and I was never influenced by anything.  I did not even know the word Alien.  It wasn't until I was about 12 when someone showed me a picture of one.  That picture was not quite the same as the one I saw.  Similar, but not what I saw and the recent one of just a year ago is not quite as depicted.  I am only coming forth now in case someone really is interested in a life time of small encounters through out a life time.  I saw the bottom of one large ship after one event.  The only craft I saw.  I saw the inside of one (room only) where they were doing a procedure on me.  Then the years of small weird meetings of people that come and go.   I am not interested in money, fame, or even reporting for documentation.  I am interested in why me and the anxiety it causes.  No other reason.  I need answers. If you think this a hoax. Then don't bother, I am only looking for answers to help me deal with this.  ((name and address deleted.)) Idaho 83xxx (208-((number deleted)) Home) (208-((number deleted))).   As far as a space ship, I only found myself looking at the bottom of one slowly moving away from me.  I never saw the front nor back.  It was very large and I saw the details of the bottom of it.  Then I don't remember anything until at home.   If interested call cell 208-((number deleted)) only ask for me.  My wife does not like me talking about it.  Only send someone who can offer me an answer or where I can go to get one.",,,,
"White light appeared, and disappeared.",Provo,UT,2015-07-04T22:00:00,light,10-12 minutes,"Occurred : 7/4/2015 22:00  (Entered as : 07/04/205 22:00) Reported: 7/5/2015 8:53:30 AM 08:53 Posted: 7/6/2015 Location: Provo, UT Shape: Light Duration:10-12 minutes",http://www.nuforc.org/webreports/120/S120100.html,"White light appeared, and disappeared. A light appeared and hovered in one spot and flashed.  The light was white.  It would disappear and then reappear in another spot in the sky and do the same thing then move back to the other spot. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2015-07-06T00:00:00,40.271231566264866,POINT(-111.62400433734892 40.271231566264866),-111.62400433734892
"Extremely high speed travel from W to E, stopped on a dime, resumed full speed flight.  ((NUFORC Note:  Drone a/c.  PD))",Saint George,UT,2015-07-01T20:30:00,unknown,3 minutes,"Occurred : 7/1/2015 20:30  (Entered as : 07/01/2015 20:30) Reported: 7/3/2015 11:19:24 AM 11:19 Posted: 7/3/2015 Location: St. George, UT Shape: Unknown Duration:3 minutes",http://www.nuforc.org/webreports/119/S119985.html,"Extremely high speed travel from West to East, stopped on a dime, resumed full speed flight after stopping and hovering. Group of 3 lights in the sky, moving from West to East, at an extremely high rate of speed.  Stopped from full speed to stationary, almost instantaneously, and hovered for 10 seconds, then jumped to full speed again heading north, turned around and headed south again at speed.   Once again stopped from full speed and hovered then shot towards the earth and disappeared. Lights were red in color and flashed some.   Was clear to see the lights and movement but hard to see what the shape was.   Took a few pictures with camera phone and I'd be happy to email them to you. ((ADDENDUM FROM WITNESS)) Disregard the report i submitted.  Craft came back on a clear day as opposed to cloudy when i first saw it.  Same time of a day at around evening time.  Someone was flying their drone.  Same light pattern, same movement patterns, but the clouds created an illusion of a much greater distance and speed moving across the sky.  I apologize, I just don't want to have a hoax report because it discredits what is a legitimate search. ((name deleted)) ((END ADDENDUM))",2015-07-03T00:00:00,37.131061244019165,POINT(-113.58876315789482 37.131061244019165),-113.58876315789482
2 white dots in the eastern sky higher than 35k feet.,Hampton,VA,2015-07-25T18:42:00,light,25 minutes,"Occurred : 7/25/2015 18:42  (Entered as : 07/25/2015 18:42) Reported: 7/25/2015 5:27:36 PM 17:27 Posted: 7/31/2015 Location: Hampton, VA Shape: Light Duration:25 minutes",http://www.nuforc.org/webreports/120/S120644.html,"2 white dots in the eastern sky higher than 35k feet. As my wife and I were in the pool, we were looking at the shapes of clouds.  This is wearing (sic.  when) I noticed two white dots about an inch apart.  They were not moving in a straight lines, and were moving independently.   We watched them move some and stop and eventually they moved about 10 inches across the sky and stopped again.  Eventually they gained altitude until disappearing.  No sound, no fuel clouds, and no lights.  Definitely not planes or jets.",2015-07-31T00:00:00,37.054642378048904,POINT(-76.37444359756103 37.054642378048904),-76.37444359756103
"I seen a red light under the moon and then I seen another one about 30 feet away, while I was looking at them a two green triangles.",Bristol,VA,2015-07-26T21:30:00,triangle,30,"Occurred : 7/26/2015 21:30  (Entered as : 07/26/2015 21:30) Reported: 7/28/2015 6:07:51 PM 18:07 Posted: 7/31/2015 Location: Bristol, VA Shape: Triangle Duration:30",http://www.nuforc.org/webreports/120/S120714.html,"I seen a red light under the moon and then I seen another one about 30 feet away, while I was looking at them a two green triangles light about 10 feet tall coming toward me and I turn a video but it does show the green light but it does show a white light moving in diffrent directions.  I also took a still picture",2015-07-31T00:00:00,36.64230784313726,POINT(-82.20040392156861 36.64230784313726),-82.20040392156861
"Large, bright blue & red lights over Virginia Beach.",Virginia Beach,VA,2015-08-02T23:21:00,unknown,10 minutes,"Occurred : 8/2/2015 23:21  (Entered as : 08/02/15 23:21) Reported: 8/3/2015 7:52:51 AM 07:52 Posted: 8/6/2015 Location: Virginia Beach, VA Shape: Unknown Duration:10 minutes",http://www.nuforc.org/webreports/120/S120843.html,"Large, bright blue & red lights over Virginia Beach. It was so unusual I called my husband outside.  He came out and said....""WHOA"".  I said... exactly what the hell is it!?!   It was very strange and almost just sitting there barely moving,  very bright, pretty,  large lights of red and light blue color.  It just hardly moved and we stood and watched it for quite a while, then it started moving again very slowly in another dicection.   We stood and watched it till it completely just disappeared.  Strangest thing I've ever seen in  a night sky.   My husband is retired Navy and is currently with Homeland Security, and is always the logical one.  He had no explanation for this.",2015-08-06T00:00:00,36.83730134271098,POINT(-76.06194814577877 36.83730134271098),-76.06194814577877
